student_id,attendance_percentage,study_hours_per_day,daily_completion_percent,sleep_hours,screen_time,Academic Performance Change,breaks_per_day,app_opens_per_day,burnout_score,pass_fail,programming_score,math_prev_score,science_prev_score,arts_prev_score,daily_study_hours
382,84.98985465,8.48,80.17,6.593993943,5.96199387,Improved,8,167,4.387886903,1,78.3205441,89.77525696,79.55306799,80.60006507,3.261663759
383,68.96211125,2.12,66.44,7.257149721,7.257319714,Declined,14,180,0,1,74.59185657,67.64399424,77.08296532,72.29640502,1.084036628
384,76.65669964,0.77,100,6.632275086,5.204055749,Improved,9,64,1.150608635,1,88.26096074,80.03396701,93.96170594,84.7879589,1.137725234
385,80.89744068,9.73,84.59,6.891871342,6.265997379,Declined,9,154,0.889324854,1,80.42890741,85.54175957,88.33161084,74.65709407,2.783302199
386,82.22265198,9.82,77.3,8.276021672,2.456828282,Same,7,15,0,1,84.19145117,96.3902132,79.11598021,75.43230714,4.266620973
387,64.1730833,2.95,74.33,5.697762423,5.641002912,Same,14,63,1.734050586,1,55.51190149,62.43326558,51.45761394,53.56228296,4.540955515
388,68.92755963,0.59,74.86,5.964314538,2.452909193,Declined,11,60,0.746411309,1,49.75917491,52.57872051,43.47128561,50.54944236,1.34682627
389,83.29637724,6.64,60.6,7.75139678,4.353848374,Same,7,80,2.14312597,1,81.28381134,84.25758305,80.11371204,80.80069299,3.153452408
390,86.47865068,6.66,100,7.734516372,5.94906085,Declined,10,121,0.771791949,1,84.37591066,88.64298845,86.70770253,82.29607602,4.652918745
391,86.62320923,9.43,99.33,6.653065005,3.421865624,Same,10,74,2.314604471,1,94.47778281,98.27242576,99.41445539,89.74905251,2.551891018
392,74.35988745,3.34,74.79,7.577488284,8.05767934,Declined,8,132,4.294288709,1,62.69397223,64.09992935,62.31421711,65.73520319,4.318263326
393,68.00224584,2.3,72.07,8.169791291,7.418713148,Same,4,95,0,1,60.46099472,60.98200024,58.8617571,53.87533512,1.534782618
394,91.62044987,6.36,57.9,6.569869101,5.590046306,Improved,10,80,1.762844363,1,82.70271284,82.3897472,83.4615028,86.58285241,4.741577959
395,65.30936851,5.85,97.57,8.62130662,2.933574021,Declined,10,71,0,1,58.74419471,54.97437177,54.56848021,53.73310962,4.00569327
396,96.1223136,7.32,83.04,6.156717889,1.017246921,Declined,2,82,1.450783711,1,91.19165291,89.78827752,101.6393465,87.42947672,4.765337571
397,83.78079041,8.91,73.5,7.468122557,1.986032429,Improved,6,138,0.387922755,1,87.21270135,78.74791728,79.17439622,79.8787754,3.706468934
398,64.9197813,5.82,94.93,6.8101481,3.485746566,Same,5,45,7.465886219,1,63.59467151,63.10297337,64.5183744,61.08766077,2.453615728
399,87.48935112,1.93,68.16,7.559033585,6.003945105,Same,11,27,3.079773374,1,81.29790873,76.35495319,91.41593982,86.17447102,4.75272469
400,81.37943598,6.18,93.54,7.477848412,9.596115427,Improved,14,155,1.023521225,1,81.49985807,75.98191149,81.5338573,84.07799852,2.102267105
401,67.09152688,4.05,65.94,7.42004063,2.354575456,Same,12,172,5.123301196,0,45.67181279,46.57128354,44.72161761,50.56392335,2.328690088
402,90.93948453,4.8,79.9,7.035942004,3.288395189,Same,7,108,0,1,89.64040987,96.6004213,87.85318275,92.2511226,3.803233672
403,75.58421801,9.62,76.57,7.208831916,5.532162703,Improved,9,74,4.293647352,1,67.78888048,72.38046351,66.88692208,62.27053134,4.061265198
404,79.76637609,5.77,100,7.373098232,4.791214984,Same,12,43,1.028456046,1,85.45516064,77.60265762,92.31940301,83.80121451,4.717613935
405,73.67993092,1.92,86.35,7.572263407,5.423005975,Declined,11,19,0.883509347,1,57.60272806,52.65458737,46.5434185,53.70173241,1.819209636
406,84.63066632,4.71,63.64,7.109666147,4.748060117,Declined,11,32,2.0110173,1,89.25377757,93.95763351,96.92094607,95.90665209,4.191992141
407,74.13233526,2.67,75.51,6.811294745,4.945229855,Improved,8,95,3.246338243,1,61.40609233,56.49365536,54.28630657,55.4221491,3.954184214
408,49.52938255,1.79,57.44,6.472882821,5.706224515,Declined,13,100,0,1,40.59607083,39.47290508,39.26280919,45.06455928,1.255178225
409,87.13291294,7.27,97.3,7.282619634,6.30656336,Declined,5,175,0,1,89.7960087,92.5462692,87.6497866,94.26077805,2.548892565
410,59.31745449,6.47,88.4,8.051851367,4.311004366,Improved,9,171,3.684695611,1,45.02076722,40.17904495,47.96353357,54.16886823,2.131061828
411,77.04767322,5.23,80.71,7.568633224,1,Same,14,50,0.897275693,1,57.56225007,58.0891276,49.57162831,55.5138171,2.217961697
412,89.24214083,4.52,100,8.851887212,4.80212546,Same,4,55,1.006823027,1,92.25340819,85.58328071,94.56427152,95.81501899,4.931787518
413,87.34098527,3.56,79.67,6.88214089,5.140442663,Improved,6,178,0,1,92.28339308,89.27655486,102.4049412,103.6916523,3.571109654
414,78.20109189,1.34,77.08,7.435121962,3.679843895,Improved,4,167,5.507632399,1,71.53908385,73.13799352,64.72321382,68.45087546,3.870704631
415,72.38331907,3.34,75.87,7.375946231,4.880761385,Same,2,140,3.291982139,1,74.75104667,66.786078,75.69957751,67.07584543,4.906470549
416,80.44853531,8.46,73.34,7.120737437,4.69872086,Same,7,67,0,1,64.66450371,66.8668774,61.35459282,55.26445354,2.50880713
417,78.02014831,7.94,69.66,6.234328737,3.31679229,Improved,12,171,3.216806407,1,56.12659244,56.02840345,58.25602847,59.69015259,4.207360674
418,71.00284255,9.74,93.61,6.981967819,2.954779795,Same,1,25,3.499970567,1,58.07655,60.83899977,58.17228888,48.66079896,2.738123853
419,86.44627538,6.73,58.73,7.411243078,7.219985161,Same,6,28,2.780267554,1,76.98851508,78.10808575,73.78108054,75.12691982,4.478134687
420,77.84455857,5.76,94.22,6.811920694,2.784711174,Declined,4,97,0.656596511,1,81.38059912,88.20130127,83.81996054,83.56716505,1.722630165
421,77.78285587,3.31,61.05,6.922618426,9.561023955,Improved,1,38,4.901208709,1,83.5368474,84.16296992,92.55858795,84.46272509,4.790744708
422,81.91912267,1.23,97.6,6.737085115,5.310006771,Improved,10,58,1.029090497,1,83.42899785,81.28197015,82.4744789,85.55622217,1.875086834
423,64.68287303,6.37,91.23,7.707515918,3.518588425,Same,3,175,0,1,45.01633567,45.62782318,48.61512538,46.12778495,2.304882028
424,71.62662497,5.14,88.06,7.289741254,3.795338884,Same,13,75,5.978067576,1,67.19311676,69.9096069,60.72675197,73.58744583,4.024768936
425,64.27170685,7.71,77.97,6.245018455,5.624305484,Declined,11,68,0.018904561,1,43.1657318,43.41003215,38.38354992,38.4041499,2.575020566
426,76.64399167,4.41,64.73,6.192128469,1.449774729,Declined,9,42,0.358240701,1,70.22408853,70.42704698,72.58611992,66.83911284,3.432845507
427,67.15055491,9.86,100,7.525565983,8.735816431,Same,13,97,0,1,64.28417758,60.77421914,71.70475772,60.42088035,2.778294004
428,87.00583011,4.28,64.92,5.576983247,3.087062008,Same,1,68,0.11546959,1,88.82373005,85.50922546,90.6017968,92.97468911,3.969479748
429,73.96780406,3.66,86.56,6.095259337,3.480726243,Same,2,124,1.135653268,1,59.30032569,52.28729933,57.73503554,63.80231863,1.913325009
430,64.07668954,8.77,97.77,7.169283946,4.188986175,Same,13,89,0,1,46.4386859,55.18656962,46.43514293,48.6948125,1.233831949
431,69.69551177,4.26,82.66,6.704175977,1.749259292,Declined,11,158,1.424671318,1,47.86454251,41.64522634,41.61250384,53.78201085,2.19971759
432,74.8545234,8.77,51.25,7.540715811,8.127244519,Same,4,100,1.137459165,1,81.88308474,78.41855876,84.90566138,75.99288041,2.897234659
433,79.34074885,0.76,95.41,7.237639445,4.516904441,Same,8,138,2.387066464,1,74.00199348,70.40995715,78.41365879,82.33811404,1.672080209
434,56.92947006,7.08,93.73,7.027487686,5.676705582,Declined,12,162,3.523554816,1,45.56174719,50.03636907,43.30129552,53.1779403,2.419189159
435,56.74253038,1.18,96.06,7.079626722,2.526625953,Improved,7,167,0,0,44.62587434,43.15112594,42.2756636,48.30398432,2.599932073
436,76.12199695,1.91,76.95,7.944420961,1.687877892,Declined,5,92,1.667155742,1,78.55330223,84.79201259,79.88269338,87.46229677,1.229567375
437,57.29068176,7.15,89.17,7.098029052,2.015729179,Improved,2,149,3.242789866,1,44.00196535,40.63451223,41.81836667,35.71884931,3.333228993
438,79.86117254,3.25,94.47,6.549058901,6.176055429,Declined,8,26,1.735000009,1,85.20230326,86.59727407,84.87164019,82.58006258,4.537373712
439,78.35090969,2.5,66.92,6.52799789,5.149904361,Same,7,68,0.068895881,1,78.84332249,74.66658723,89.34193144,75.16680519,1.606971652
440,66.4228639,8.11,96.2,7.265030395,4.293775855,Improved,9,158,5.129043116,1,44.47418294,55.19992857,43.23905443,48.08157955,3.391232054
441,60.72724194,9.49,60.72,6.618266767,4.700785995,Same,12,101,0,1,44.66607427,38.72808218,42.87437351,39.41537058,3.65895682
442,79.20445987,2.71,86.27,6.992403594,4.753611412,Same,8,176,0,1,94.26517682,95.81428037,91.02746779,98.05265256,2.677338722
443,75.99278612,3.51,89.68,7.544172222,2.903149219,Same,2,134,0,1,60.58489377,63.75377817,64.30585362,67.43757449,3.804390349
444,66.00720838,7.28,78.56,6.48886992,6.834007579,Improved,9,172,2.359336528,1,60.38531809,62.45431358,59.47919722,63.86133259,2.642926174
445,82.05838596,8.25,71.39,6.947232772,6.739619332,Same,6,137,5.339772205,1,84.7039762,83.7775379,81.45711101,86.12273132,3.018549152
446,88.28201841,9.99,100,6.26353312,3.287683168,Declined,13,92,3.088162107,1,92.09867176,91.44956826,98.70519192,87.15930505,1.029412178
447,88.11308135,3.1,70.73,6.625986631,4.699725969,Same,14,125,6.109924717,1,94.23005851,94.44911587,101.3280735,89.99580368,3.766880457
448,86.18879783,5.79,79.57,7.109495168,2.543576912,Declined,10,157,0,1,81.43580019,80.70079018,78.43368236,87.68389472,3.645370716
449,72.74215432,1.77,81.36,7.255768962,3.908913407,Same,5,30,1.414444873,1,60.6942772,65.51367279,51.36157745,64.59102222,1.153603509
450,57.98972181,3.64,91.83,7.028317618,6.553988695,Declined,7,96,2.11806783,1,44.59253942,55.64515443,49.63010787,44.39744182,2.47300043
451,92.26435106,0.93,99.3,7.321245617,4.023413752,Improved,6,90,2.173083439,1,82.74308038,79.95562145,79.31993125,80.65353265,4.916127363
452,76.32778418,2.5,75.96,6.839651291,6.880877662,Same,13,166,3.643329109,1,70.71223374,63.86321884,74.66536173,60.58319437,2.68294625
453,70.92940412,5.31,83.67,6.837533144,6.418848511,Same,8,121,0,1,63.33221051,62.89080027,53.48169142,57.97794842,3.007781621
454,89.74437271,2.06,84.06,8.196115152,1.418505858,Same,8,36,5.005276588,1,89.84949118,102.7480379,94.31247787,99.40658662,4.639720633
455,64.30518549,8.95,79.14,7.459603564,3.542281978,Same,11,169,0,1,46.11586153,42.09748869,40.06000188,39.71358367,3.869047503
456,75.54333133,7.25,57.12,6.514586232,6.90264984,Improved,14,138,2.666897662,1,67.09438074,75.28996476,70.74820133,68.04177984,3.328280524
457,72.77314522,0.76,62.84,7.139639645,5.616096788,Same,11,34,2.763917329,1,40.62445046,49.01295453,40.6958158,45.66167033,4.191218725
458,71.51256051,8.83,88.02,6.519823332,5.042861016,Improved,13,105,1.525876341,1,65.77633531,63.0083941,61.00663821,59.50172197,4.457465066
459,59.95953561,9.78,90.95,7.397745293,6.584535561,Improved,2,89,0,0,43.09668016,45.94159556,41.0614986,44.02023254,2.827552287
460,63.85038526,5.27,81.63,7.312138138,5.038168559,Same,8,80,1.791745165,1,46.53498539,54.67696851,49.96657768,51.22456308,2.90043346
461,68.58955146,3.49,82.98,7.831155598,4.898744281,Same,3,23,0.007984715,1,46.46394357,44.56830487,46.99341584,46.52644018,2.544203743
462,70.32061316,3,100,6.849935513,8.700626862,Same,9,103,2.796568712,1,75.70656662,74.68866482,78.62863152,90.04858189,4.86682456
463,70.68845472,1.33,70.71,6.663436152,3.624246777,Declined,1,114,0,1,81.03246836,78.12406379,90.91467128,72.68947207,3.788665017
464,73.10706469,5.17,69.36,6.900278293,7.005878478,Same,2,178,2.253857384,1,72.08528208,67.01149843,64.26407402,77.37892473,1.332892265
465,78.29013029,0.98,76.99,7.330566822,2.718467094,Same,8,165,2.846029254,1,92.91949017,89.67310244,101.005553,92.05548148,4.451838493
466,68.1847842,5.29,69.15,6.173065328,3.783422348,Declined,9,129,0.555660234,1,60.61788187,54.49818054,61.13966156,64.47748265,2.922239763
467,70.36958085,2.9,83.55,6.532048639,6.648420421,Declined,5,178,0,1,55.71416475,55.88458209,51.2202445,57.9207005,1.275015626
468,79.43273171,5.03,62.43,6.257102925,3.744713954,Same,1,131,0.887269751,1,87.77295205,83.9230859,81.12138392,84.10717106,3.198869021
469,59.01475268,4.47,67.61,7.046281657,5.075598689,Same,7,82,4.612882852,0,52.29777112,53.46670068,51.35216916,53.44275308,2.668657116
470,86.83530564,3.4,68.65,6.324269793,2.513876533,Declined,14,42,0.912188953,1,92.97723967,85.19776144,97.58549023,83.68773241,4.510997619
471,64.64696548,4.76,74.28,7.968307759,3.371307784,Improved,3,178,0,0,40.66849611,42.32289727,40.03075051,43.68473361,1.815978414
472,78.19680054,5,70.4,7.317991452,5.301473719,Same,1,118,0.825685601,1,93.34333547,97.51098028,100.8991101,94.8341278,4.305858438
473,65.28805957,8.42,74.85,8.191876159,4.567206088,Same,9,176,1.233115464,1,42.37379516,32.40511694,35.11791671,45.567096,3.230754765
474,88.59296665,6.82,85.23,7.829677365,5.164859331,Declined,9,113,0,1,89.01287125,90.8831541,88.95242651,94.30346288,1.218441213
475,79.28220601,4.61,76.96,5.985610938,6.271229069,Improved,5,166,0,1,69.023561,75.16190596,62.76159378,70.8616602,4.887381205
476,93.39893297,9.1,52.17,7.215453059,6.676566274,Same,10,25,0.90972245,1,94.61306379,88.56485869,96.4312232,95.35351089,3.050460976
477,73.03947515,7.68,53.64,6.392739899,4.887056275,Improved,7,26,1.576837544,1,44.05881106,52.42167299,48.49324801,39.65346938,2.163507417
478,73.45053258,1.22,87.3,6.472704776,5.496733746,Improved,10,42,2.76820849,1,70.46198564,72.55708069,68.35817667,66.90088182,2.877627368
479,87.20367763,1.96,93.89,7.821940203,1.48148664,Improved,6,162,0,1,93.31163946,89.78658018,80.29057018,99.24531256,4.431431134
480,72.30299855,1.28,82.51,7.010351339,6.452120299,Same,7,57,1.020175589,1,68.77038143,68.49153604,69.76512216,75.95205846,2.219612498
481,77.31834677,3.53,71.43,7.014533006,6.780221793,Improved,7,166,2.754130647,1,74.6169251,77.40855966,76.80061786,73.42637292,1.770705586
482,86.79745573,4.64,100,7.457262258,2.842945758,Same,8,167,5.747285495,1,78.26617789,78.64620485,80.28765167,78.49619163,1.516284988
483,65.77480686,5.29,46.09,7.073874706,3.472243714,Same,4,153,2.884548874,1,64.99975856,67.69353852,71.17866952,60.47668669,2.191437594
484,72.95259884,8.59,80.95,5.783246296,8.425699604,Declined,6,26,0,1,74.5156944,69.91232644,69.16042601,80.37947863,4.120192348
485,82.95454826,0.67,69.49,6.906215134,3.77357057,Improved,6,60,3.201529504,1,72.13728716,72.98409128,75.53836768,75.46437127,2.886505461
486,89.88202782,4.57,59.7,7.148492057,6.89446137,Improved,3,73,3.743525173,1,89.56369058,82.49511809,95.52622814,99.26977776,1.909926415
487,59.43411723,4.4,89.31,4.957188822,8.72765308,Declined,2,126,5.027174388,1,42.49955092,41.94342061,33.606613,38.10793553,1.664739998
488,71.99849772,9.5,96.45,7.519539209,5.900650211,Improved,8,23,0,1,55.45297543,50.93343722,57.05123456,53.56293593,2.330917906
489,87.84239502,2.79,67.41,7.75165146,5.27708233,Same,4,178,0,1,92.27263162,88.59498191,89.75173247,93.42986124,4.759697492
490,91.9836271,1.66,87.23,7.280401775,4.815559464,Same,8,124,2.556049048,1,88.96450811,95.14497399,88.55689475,92.1969558,2.37210685
491,72.90310867,1.85,67.87,6.404684164,2.95158697,Same,6,25,0.729922191,1,65.0611214,70.51767201,66.79950382,63.98278322,4.952496304
492,82.18180701,5.44,85.08,6.985442351,3.975415101,Improved,1,18,0,1,74.10729288,77.15298348,71.67115006,69.74248743,2.940921823
493,80.83804208,4.21,100,6.955995569,2.791716947,Improved,14,161,0.492203877,1,55.25596506,49.79440124,51.87742467,59.66300271,1.716655673
494,68.16382767,7.66,83.56,6.575157011,5.0968432,Improved,13,33,2.255852654,1,50.34666378,48.76462154,50.51742587,53.9523406,4.564560367
495,72.99834696,3.57,100,7.049467216,8.67787849,Same,9,35,4.895613651,1,65.50341227,71.56890077,60.06718258,60.92204177,2.841421493
496,73.3294212,1.72,91.32,7.337825731,3.000526257,Same,14,32,2.557269101,1,59.43437254,60.14295711,54.0052469,66.21158655,3.838685374
497,74.22413878,4.18,96.61,5.706926277,6.31191087,Same,5,72,1.424011504,1,72.10108615,83.69773385,75.49795257,77.9520797,4.934846333
498,74.07754104,8.89,62.2,7.999719931,5.867996283,Declined,3,151,0,1,44.27540503,46.24199423,38.53143486,44.94688752,1.200701401
499,87.6962124,4.35,83.05,7.708803848,5.290032402,Improved,14,85,4.856490387,1,93.59171442,94.55196,96.92327693,93.98970373,1.386778239
500,85.75612887,8.42,74.04,7.774941919,1.349676552,Same,10,103,0.701647794,1,94.24159095,92.69600863,96.55454741,97.0118798,3.881826966
501,75.02100211,4.03,71.83,7.752310532,2.294474022,Same,3,102,5.475037691,1,78.39889427,79.06659879,69.76986063,74.09037892,2.127300013
502,80.22875103,3.17,76.75,7.17526589,3.055377084,Same,10,88,1.425249108,1,69.48530015,68.72295097,66.09747689,69.63545754,1.737205588
503,72.84794651,7.86,82.59,8.251860836,6.050007808,Declined,2,54,4.178558007,1,57.0240189,60.56456228,62.99456591,46.26210117,1.157447519
504,79.89259118,2.49,100,6.242451913,5.061752511,Same,6,52,0,1,84.75872608,89.54223767,79.85289843,89.14100431,1.087386848
505,81.71236397,2.7,54.34,7.04087568,2.103930409,Improved,9,154,0.819596615,1,77.66021449,73.73026719,75.33819318,69.85274838,4.097942412
506,56.92918599,0.97,83.35,6.549097665,2.96515454,Same,13,25,2.979016187,0,48.94393166,42.2877669,51.25423613,56.46103081,1.537733709
507,85.97535045,2.28,91.57,7.380404219,3.800396019,Declined,1,164,0.299750173,1,90.10099515,80.91996828,94.01794769,88.45039468,2.870882464
508,84.88355594,4.1,58.68,6.800840127,5.124618337,Same,11,96,3.3228023,1,85.23954836,87.779505,83.98185393,84.18121345,3.423587261
509,94.65614666,4.3,95.64,5.640291574,1.775867665,Improved,4,129,0,1,92.23899523,86.7221622,89.25144426,89.1003257,2.713407202
510,76.10319247,4.5,77.55,6.594827207,5.356974025,Declined,13,121,2.570933445,1,79.91457296,69.15012,87.02642227,78.47437859,1.108426609
511,70.47715474,5.06,66.14,7.684247251,6.435130027,Same,3,111,3.548180465,1,73.73783578,75.6807288,82.4323341,80.8304925,4.13400601
512,67.02454369,5.93,73.82,7.60414783,8.266787323,Declined,8,156,3.235699943,1,63.003367,75.46836458,67.89765725,50.56432371,1.042052898
513,78.96719079,2.3,75.78,6.390627173,6.452373907,Improved,3,135,1.124285318,1,91.30006658,91.26971203,91.7266573,97.68489351,4.047559578
514,90.50004375,6.33,90.92,7.232184968,7.349763562,Declined,7,168,3.902361478,1,87.63351392,91.82596779,83.59218531,89.32363133,4.573217975
515,68.9867099,3.7,83.14,8.241835698,3.741371083,Declined,1,56,0.585757204,1,42.48702686,42.89617365,38.33480482,36.45191862,2.731359684
516,62.32617469,7.47,54.75,5.837656037,4.050532161,Improved,4,89,0.691390303,0,41.4501836,40.95573533,44.06275412,36.07362163,3.142169892
517,76.45921732,5.79,100,7.269506146,3.870474613,Improved,2,92,1.202565929,1,60.70548518,65.30086759,62.79747628,69.08745031,2.90793357
518,82.9600085,5.77,80.39,7.379412454,3.380044481,Same,12,56,1.72281846,1,84.58043319,83.12906047,91.58842616,79.85289879,2.556834474
519,86.67453532,7.01,87.32,7.461911234,4.939238184,Improved,7,44,1.398889876,1,94.30018711,95.63714868,97.55243758,88.53343456,4.549698141
520,62.47127641,3.66,82.15,8.133239064,1.848728644,Declined,13,92,0.121687775,0,48.27292901,49.88141804,40.7575275,53.95950172,4.575734043
521,74.78663972,4.58,77.38,6.241466365,5.419589407,Declined,12,43,2.576186937,1,72.67718934,69.33673708,77.93692743,74.36995373,2.343265459
522,62.73549078,6.04,43.44,6.26063356,5.51144634,Improved,8,31,1.972464651,1,60.94899711,65.90920886,55.95869398,56.25936923,3.460279016
523,87.99391976,4.5,70.94,5.973671573,4.231390379,Improved,7,86,4.027312199,1,93.34529188,92.4704931,91.42543552,94.42841676,4.707630249
524,82.95660084,4.72,100,6.19976733,4.393640294,Improved,10,64,1.358762028,1,86.31654077,82.53781497,87.5675418,81.18777735,4.848233996
525,86.780843,3.09,66.97,7.07370294,5.165292833,Improved,13,61,1.607426825,1,86.10807876,88.79062798,96.08641621,91.61218575,3.035836162
526,73.35667938,3.23,77.84,6.716269811,4.135258141,Improved,2,107,0,1,65.77812379,61.28578388,81.32771657,71.08497861,2.811299221
527,70.59401781,7.14,67.28,7.010802833,2.789335423,Same,3,72,1.028704619,1,62.81507263,62.95597842,65.84868792,65.47510362,2.114777264
528,63.16272933,0.54,82.54,6.414316144,6.141263905,Declined,2,127,0.840165819,1,55.03738896,54.99179397,54.12140586,56.84569426,4.835487493
529,61.91109234,1.41,74.2,6.329070323,5.416125044,Improved,10,108,0,1,43.10065232,48.53013014,45.77318056,51.90659294,1.571257218
530,87.4710515,9.51,95.14,6.289070724,3.557162933,Declined,11,179,0.98976645,1,87.55973069,89.93322186,91.99800782,87.55816233,3.319318304
531,76.6380828,2.28,66.5,6.920788552,2.805363704,Same,10,49,2.233581664,1,84.7095555,84.58442071,83.10621737,78.80018488,2.13020107
532,87.92960478,4.47,56.46,6.587708415,3.567602582,Same,9,34,0.727746698,1,94.98447203,99.07330353,103.9605288,97.23184159,2.116033161
533,88.57272778,8.57,66.4,6.880669395,6.111505079,Same,1,19,0.504156403,1,94.81502604,101.7660638,95.96537984,105.2452613,2.61987435
534,71.68404799,0.5,57.53,7.463477554,2.267835161,Declined,4,92,1.607942021,1,70.54874381,73.33779534,73.03745925,65.47494634,4.995171743
535,78.20787239,9.29,69.52,6.735529641,5.463825932,Improved,6,153,0.375509284,1,82.29430783,82.34607093,85.6239291,80.486994,1.219865227
536,87.13411182,1.01,58.73,7.554274146,1.967591272,Same,10,30,0.374087702,1,91.96211514,85.40293398,94.0700482,94.04434533,3.314167273
537,77.69819815,2.12,76.1,6.699447261,5.6855681,Improved,2,104,5.392336848,1,86.73060649,81.40503817,90.92530899,86.46108224,1.330288632
538,68.55169137,0.78,87.34,7.922823744,3.661901271,Improved,8,152,0.717275125,1,53.6041456,52.07802207,50.51787966,48.69262769,1.61808332
539,67.91319185,5.44,82.82,7.725200831,3.382527446,Declined,12,40,1.866783148,1,64.77992744,61.73236643,61.98841867,70.38921672,2.758251767
540,68.86615238,9.46,89.69,7.482883103,3.760519037,Same,8,142,1.29400432,1,47.10376783,46.16891132,41.60299667,58.70397144,3.041840525
541,97.92554198,8.47,77.15,7.033605736,7.748310338,Declined,9,163,2.55626913,1,92.4728065,92.75605612,94.67031265,93.45346379,2.035169633
542,72.36601844,6.58,59.19,7.649651395,5.750208876,Declined,10,91,0,1,73.33960489,75.98806867,77.23428741,68.81926345,2.265828523
543,68.95871646,2.26,85.13,6.653378621,5.656521271,Improved,1,147,4.162469078,0,52.5753543,52.22286041,54.86421863,44.83055168,1.347868081
544,74.8380593,8.76,94.97,7.036744664,5.529894476,Improved,10,175,2.376547656,1,76.94353764,79.37604586,85.31599981,78.23341755,2.212879135
545,82.20329748,7.67,94.48,7.511414742,2.260094315,Declined,3,31,0.233695356,1,73.99705323,74.3194253,73.96907313,79.51643994,4.866233758
546,63.5231827,3.04,94.28,6.991912637,4.462848775,Same,8,94,0,1,59.69894949,49.82161666,63.04265777,62.07478822,4.778829527
547,65.52576758,8.15,80.01,6.139794731,6.925771996,Same,8,60,4.125236229,0,46.24566757,41.5489906,40.78716319,46.23364837,2.339513161
548,74.10331804,8.83,42.13,6.89929275,3.860998579,Declined,9,38,1.907505378,1,76.93652576,76.21608798,75.00102725,73.9901675,3.283415745
549,73.27353883,7.13,71.22,7.267996676,4.265371478,Same,11,142,0.538443778,1,68.61692355,62.56844984,72.09461234,63.15610539,4.638381564
550,76.0836294,1.45,75.78,7.2383756,4.44280115,Declined,12,85,2.386218187,1,82.47751155,85.4771552,86.7230221,86.65126818,1.024735291
551,78.41624864,9.85,67.4,6.6052578,8.394622726,Declined,5,52,0,1,68.60899256,76.26274672,67.13915782,73.17785067,4.242734281
552,79.25008949,1.22,98.75,8.195105643,6.247022457,Improved,6,79,1.297637569,1,86.86998252,92.96379178,86.51198626,79.14133358,4.793478211
553,77.93725936,6.72,79.29,7.132219973,3.266864975,Same,3,92,0,1,70.35487613,69.28766178,62.7655074,78.30407102,1.365302937
554,73.70530408,1.55,100,6.752688557,4.098666157,Declined,7,35,1.007567303,1,70.85158843,78.30521912,69.06644243,73.72194454,1.645790744
555,83.53561221,9.1,70.72,5.776186137,7.62596452,Same,3,122,0.124418694,1,88.21594815,88.95928543,92.66786396,95.21392137,4.842985211
556,71.83455836,3.82,67.51,7.030219435,4.444060968,Improved,9,117,4.584954634,1,62.19155764,60.50612779,65.06758272,55.4809189,3.150160575
557,59.87629542,5.36,89.94,7.842311059,3.780970191,Declined,6,120,1.618049539,0,47.37083756,44.30382425,49.87416617,40.54171679,1.056786538
558,61.84335917,2.2,68.6,6.747630386,2.820791728,Improved,4,109,1.632086092,1,41.5830472,40.07069876,41.83191563,40.83820065,2.030527995
559,88.41794735,5.69,95.18,7.52101272,2.904959933,Improved,10,58,0,1,81.53254906,79.59166497,81.56786486,84.0464712,2.799774697
560,73.16803873,9.42,72.35,7.505089481,4.312542952,Same,9,131,2.526676147,1,74.11702532,74.96910644,70.81541963,83.09882944,3.771635644
561,85.22124434,9.07,94.04,7.500035558,4.355147462,Declined,5,125,3.550020382,1,78.72438725,79.52725715,82.21852935,82.25478181,3.932641513
562,73.34700261,1.11,70.99,6.965048117,6.686429151,Improved,2,130,0.982972299,1,51.71302888,51.72825898,53.8178936,50.4996225,4.981686052
563,59.66944063,4.09,94.24,7.057527743,7.711866732,Improved,4,123,4.72220347,0,47.50043116,49.68512201,49.9605254,42.36858512,2.150044798
564,53.12470528,3.04,82.81,6.755915939,2.40413238,Improved,13,168,2.735922284,1,40.79995661,46.75318799,38.1697824,46.94995948,3.152880407
565,71.15096237,5.07,88.17,5.419932313,10.04288997,Same,11,60,2.659729765,1,59.28231573,64.03008641,48.51560114,54.45878861,3.133294191
566,73.48569877,8.42,93.48,7.776232981,3.572682537,Same,13,142,5.200759076,1,72.44547278,65.02098293,77.93123634,80.58781555,2.622581038
567,80.12972734,7.52,74.52,7.537649753,5.274410164,Improved,9,140,3.392923041,1,61.57342248,48.80381681,59.1792352,60.15149923,1.676647575
568,72.20459806,3.77,100,6.617511522,5.590212338,Same,10,141,3.604479485,1,64.06112071,68.73272027,59.74724189,72.01403107,4.909826253
569,80.85336706,4.14,78.12,5.756950634,5.451115303,Declined,2,58,6.439104946,1,89.7287282,82.89433471,93.19612276,93.12338465,4.413268747
570,63.84122779,6.72,97.54,6.900932104,5.906096237,Declined,8,87,4.683429434,1,59.15405069,58.03022368,57.19398749,58.46907324,2.993332113
571,79.58423575,2.35,70.8,6.147444879,2.531350176,Improved,3,175,2.22803665,1,68.2694219,62.41885677,73.56910382,65.67244004,3.412981691
572,78.69453798,1.48,100,6.442805741,3.836423703,Same,7,27,4.091030237,1,83.1009157,74.09101351,86.18594545,81.39637631,1.909044214
